label,tweets
1,"Obfuscation as usual. As a child of immigrants, you should be ashamed of yourself. You know first hand what send them back means."
1,"If Melania says anything or tries to leave, he will send her back or lock her up. She signed her pact with the devil, she knew the consequences."
2,13 seconds and he let them chant. Total silence from the gloater. I counted 12 send her back chants before he started to speak again. Sorry Sean. Dont lie for him. Your mother says to go to confession.
2,Everybody in that rally who chanted Send Her Back to Ilhan Omar is a racist. That's it. That is the tweet.
1,"Illegal alien, illegal alien, illegal alien, illegal alien. Theyve had their due process and ordered deported...end of story. Every illegal that does not show up for their court date, must be deported regardless of status."
1,Well it's about giving people a nice and safe place to live. Turns out the bottom of the sea doesn't suit the requirements. So you want to rescue them before you send them back but you're against the idea of rescuing them in the first place? Amazing stretch.
1,Good. Send them all back.
1,"So I seen some idiots on TV calling racist!!! Talking about the libtards reaching !!! 13 second chant , Send them back is racist . And that other idiot Congressman said he heard that as a kid !!! GTF out of here !! This is all yall got !! Go Trumpster 2020"
1,How about reverse chain migration? We can send him back along with her...and her parents.
2,"Malignant, dangerous, violent Trump rallys send her back chant raises new concerns of intolerance"
1,Is the alternative of breaking the law and allowing illegal immigration to occur a better precedent. Awarding selfishness on the part of alien parents is a funny solution to locking children up. I suppose the country ought to be shamed for enforcing its justifiable laws... smh
1,Relax. We are giving them water and a place to sleep before we send them right back to where they came from
2,The frothy mob in NC chanting send her back are repeating your words!!!!! If you disagreed with the chant you would have stopped them immediately. You chose not too.
1,Just imagine if someone misgender an illegal alien
1,Andy McCarthy says no-one really wants to send her back--AND that there are grounds to believe she may have committed marriag
2,YEP FACTS ARE FACTS
2,Here&amp;#8217;s the Hypocrisy of Democrats&amp;#8217; Fake Outrage over &amp;#8216;Send Her Back&amp;#8217; Chants
1,"How about Illegal Criminals that is what most of them are, Done! Send them back they don't belong and regardless of what you and your traitor democrats say not welcome, Come Legally and there is no name issue, Pandering disgrace"
2,"Oh, I thought you had lost your phone since you havent said anything about &amp; his send her back racist issues. Stand up &amp; be counted !!"
1,Was he asking so that he could send them back??
1,Send them back..
1,"When a Trump supporter says 95% of the country agrees with him, link them to this. Data shows Americas future is more squad than send her back - Quartz via"
2,"Say what you will about Fox news, Kudos to Chris Wallace for slicing and dicing this shill"
2,"Le Batard spoke in the wake of the presidents rally in North Carolina, where Trump renewed his attacks on four Democratic congresswomen of color, prompting a chant from his audience of send her back directed at U.S. Rep. Ilhan Omar, of Minnesota."
2,"Instead of send her back, we should chant vote her out! Perfect!"
1,NOWHERE WAS THIS MORE EVIDENT THEN WHEN YOU GAVE THEM ALMOST 15 MINUTES OF IMPROMPTU PRESSE
1,"Mike, send her back is straight off a KKK sign. Tell me more about standing with Trump?"
1,But no one Democrats is willing to admit to that because it goes against there narrative that all illegal Alien are great wonderful people
1,This is pattern of trying to squelch debate if damaging to Trump. The send them back chants fit this narrative.
1,Bit rich when your approach to #EU citizens also carries a tinge of send them back
2,"The Top Chef host Padma Lakshmi said Trumps dog-whistling has become a battle cry. The Send Her Back' Chants to which Trump paused smugly for 13 seconds so they could build into a resounding chorus, Stabbed Me Right In The Heart' she said."
1,"The Fraud Squad is making a big deal about the President telling them if they dont like here then go to wherever you think is better,fix that place and come back show us how you did it! But I say if you dont like it here then break into Mexico,send me a postcard .,"
1,The president shared two of Katie Hopkins tweets which defended his leadership and attacked Sadiq Khan
2,Chris Wallace Shuts Down Stephen Millers Lie About Send Her Back Chants
1,I don't recall John Mccain being accused of racism. When you support a send them back chant and you are considered a racist. Back in 89 when he took out a full-page ad in multiple papers to bring the death penalty back he was called a racist.
1,"Immigration fraud is a serious offense. Ilhan Omar (an alias) is an imposter, an infiltrator, a"
1,The Democrats are responsible for getting young illegal immigrant girls raped and young children killed crossing the southern border. Everyday people are found dead along the southern border. They refuse to fully fund a border wall or fund for electronic surveillance.
1,Let's Send the Squad back to the STATES they are from by VOTING them OUT AOC to NY Omar to MN Tlaib to MI Pressley to MA #TheSquad #Trump #MAGA
1,Trump didn't put the words Send them back into the news stream the media did and Fox is partly to blame because they don't immediately correct this when a Dem states it. The media is to blame for the crowd chant not Trump!
1,"I know you don't want to hear this, but out of that, 1 in every 5 (or 20%) are illegal immigrants who have"
2,"I haven't defended the nazi chants, apparently your ok with send her back"
2,"Actually Lizzie, the disgraces the Cheneys have piled on our nation are so overwhelming its hard to get past them. But then the stormtroopers started the send her back chant &amp; reminded us there are always new disgraces your deviant party members can load onto the shame pile"
1,Send them back!! Who needs people like that !! You should join them since you do everything to try to stop your President.
1,"Believe it or not, there is a common element in this story and send her back, and it's not (only) Islam."
1,Now they'll claim superman is an illegal alien and Democrat.
1,Illegal Alien Raped 13-Year-Old Girl In North Carolina
1,"Gotta go to court to get paid though. Donald J. Trump employed a crew of 200 undocumented Polish workers who worked in 12-hour shifts, without gloves, hard hats or masks ..."
